formula_key,brand,formula_name,species,status,source_url,extracted_fields,missing_fields,notes
belcando-ξηρη-τροφη-για-ενηλικους-σκυλους-υπερβαρους-με-χαμηλη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Ξηρή τροφή για ενήλικους σκύλους υπέρβαρους με χαμηλή δραστηριότητα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008505,belcando-%CE%BE%CE%B7%CF%81%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%85%CF%80%CE%AD%CF%81%CE%B2%CE%B1%CF%81%CE%BF%CF%85%CF%82-%CE%BC%CE%B5-%CF%87%CE%B1%CE%BC%CE%B7%CE%BB%CE%AE-%CE%B4%CF%81%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CF%8C%CF%84%CE%B7%CF%84%CE%B1,belcando.html",protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-ξηρη-τροφη-με-πουλερικα-για-εκλεκτικους-σκυλους-μικρων-μεσαιων-φυλων-dog-dry-gr-retailer,Belcando,Ξηρή τροφή με πουλερικά για εκλεκτικούς σκύλους μικρών & μεσαίων φυλών,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008493,belcando-%CE%BE%CE%B7%CF%81%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BC%CE%B5-%CF%80%CE%BF%CF%85%CE%BB%CE%B5%CF%81%CE%B9%CE%BA%CE%AC-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BA%CE%BB%CE%B5%CE%BA%CF%84%CE%B9%CE%BA%CE%BF%CF%8D%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8E%CE%BD-and-%CE%BC%CE%B5%CF%83%CE%B1%CE%AF%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-πληρης-τροφη-για-νεαρα-σκυλια-μεσαιων-και-μεγαλοσωμων-φυλων-με-ευαισθησια-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Πλήρης τροφή για νεαρά σκυλιά μεσαίων και μεγαλόσωμων φυλών με ευαισθησία στα σιτηρά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008516,belcando-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BD%CE%B5%CE%B1%CF%81%CE%AC-%CF%83%CE%BA%CF%85%CE%BB%CE%B9%CE%AC-%CE%BC%CE%B5%CF%83%CE%B1%CE%AF%CF%89%CE%BD-%CE%BA%CE%B1%CE%B9-%CE%BC%CE%B5%CE%B3%CE%B1%CE%BB%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B5%CF%85%CE%B1%CE%B9%CF%83%CE%B8%CE%B7%CF%83%CE%AF%CE%B1-%CF%83%CF%84%CE%B1-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-πληρης-τροφη-ενηλικων-σκυλων-με-κανονικη-δραστηριοτητα-ευαισθητα-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Πλήρης τροφή ενήλικων σκύλων με κανονική δραστηριότητα ευαίσθητα στα σιτηρά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008453,belcando-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CF%89%CE%BD-%CF%83%CE%BA%CF%8D%CE%BB%CF%89%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%B1%CE%BD%CE%BF%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B4%CF%81%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CF%8C%CF%84%CE%B7%CF%84%CE%B1-%CE%B5%CF%85%CE%B1%CE%AF%CF%83%CE%B8%CE%B7%CF%84%CE%B1-%CF%83%CF%84%CE%B1-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-πληρης-τροφη-με-βοδινο-για-ενηλικες-σκυλους-με-αλλεργιες-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Πλήρης τροφή με βοδινό για ενήλικες σκύλους με αλλεργίες στα σιτηρά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,31016886,belcando-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BC%CE%B5-%CE%B2%CE%BF%CE%B4%CE%B9%CE%BD%CF%8C-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B5%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B5-%CE%B1%CE%BB%CE%BB%CE%B5%CF%81%CE%B3%CE%AF%CE%B5%CF%82-%CF%83%CF%84%CE%B1-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-πληρης-τροφη-με-πουλερικα-και-ρυζι-καταλληλη-για-κουταβια-dog-dry-gr-retailer,Belcando,Πλήρης τροφή με πουλερικά και ρύζι κατάλληλη για κουτάβια,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008471,belcando-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BC%CE%B5-%CF%80%CE%BF%CF%85%CE%BB%CE%B5%CF%81%CE%B9%CE%BA%CE%AC-%CE%BA%CE%B1%CE%B9-%CF%81%CF%8D%CE%B6%CE%B9-%CE%BA%CE%B1%CF%84%CE%AC%CE%BB%CE%BB%CE%B7%CE%BB%CE%B7-%CE%B3%CE%B9%CE%B1-%CE%BA%CE%BF%CF%85%CF%84%CE%AC%CE%B2%CE%B9%CE%B1,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-πληρης-τροφη-χωρις-σιτηρα-με-σολομο-για-ενηλικες-σκυλους-μικροσωμων-και-μεσαιων-φυλων-dog-dry-gr-retailer,Belcando,Πλήρης τροφή χωρίς σιτηρά με σολομό για ενήλικες σκύλους μικρόσωμων και μεσαίων φυλών,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008571,belcando-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC-%CE%BC%CE%B5-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B5%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CE%BA%CE%B1%CE%B9-%CE%BC%CE%B5%CF%83%CE%B1%CE%AF%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-πληρης-τροφη-ψαριων-για-ενηλικα-σκυλια-ολων-των-φυλων-με-αυξημενη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Πλήρης τροφή ψαριών για ενήλικα σκυλιά όλων των φυλών με αυξημένη δραστηριότητα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008567,belcando-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%88%CE%B1%CF%81%CE%B9%CF%8E%CE%BD-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B1-%CF%83%CE%BA%CF%85%CE%BB%CE%B9%CE%AC-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B1%CF%85%CE%BE%CE%B7%CE%BC%CE%AD%CE%BD%CE%B7-%CE%B4%CF%81%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CF%8C%CF%84%CE%B7%CF%84%CE%B1,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-τροφη-για-ενηλικους-σκυλους-με-παπια-χωρις-σιτηρα-dog-dry-gr-retailer,Belcando,Τροφή για ενήλικους σκύλους με πάπια χωρίς σιτηρά,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/belcandoadultgrainfreeduck2074900,ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-τροφη-με-πουλερικα-για-ηλικιωμενους-σκυλους-μικρων-μεσαιων-φυλων-με-αλλεργιες-στα-σιτηρα-dog-dry-gr-retailer,Belcando,τροφή με πουλερικά για ηλικιωμένους σκύλους μικρών & μεσαίων φυλών με αλλεργίες στα σιτηρά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,31016887,belcando-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BC%CE%B5-%CF%80%CE%BF%CF%85%CE%BB%CE%B5%CF%81%CE%B9%CE%BA%CE%AC-%CE%B3%CE%B9%CE%B1-%CE%B7%CE%BB%CE%B9%CE%BA%CE%B9%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8E%CE%BD-and-%CE%BC%CE%B5%CF%83%CE%B1%CE%AF%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B1%CE%BB%CE%BB%CE%B5%CF%81%CE%B3%CE%AF%CE%B5%CF%82-%CF%83%CF%84%CE%B1-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC,belcando.html",ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
black-olympus-ολιστικη-τροφη-για-κουταβια-μεγαλοσωμων-φυλων-με-κοτοπουλο-γαλοπουλα-και-καστανο-ρυζι-dog-dry-gr-retailer,Black,"Olympus ολιστική τροφή για κουτάβια μεγαλόσωμων φυλών με κοτόπουλο, γαλοπούλα και καστανό ρύζι",dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433146,black-olympus-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BA%CE%BF%CF%85%CF%84%CE%AC%CE%B2%CE%B9%CE%B1-%CE%BC%CE%B5%CE%B3%CE%B1%CE%BB%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1-%CE%BA%CE%B1%CE%B9-%CE%BA%CE%B1%CF%83%CF%84%CE%B1%CE%BD%CF%8C-%CF%81%CF%8D%CE%B6%CE%B9,black-olympus-pet-food.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
black-olympus-ολοκληρωμενη-τροφη-για-ενηλικες-σκυλους-ολων-των-φυλων-με-σολομο-και-καστανο-ρυζι-dog-dry-gr-retailer,Black,Olympus Ολοκληρωμένη τροφή για ενήλικες σκύλους όλων των φυλών με σολομό και καστανό ρύζι,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433149,black-olympus-%CE%BF%CE%BB%CE%BF%CE%BA%CE%BB%CE%B7%CF%81%CF%89%CE%BC%CE%AD%CE%BD%CE%B7-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B5%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C-%CE%BA%CE%B1%CE%B9-%CE%BA%CE%B1%CF%83%CF%84%CE%B1%CE%BD%CF%8C-%CF%81%CF%8D%CE%B6%CE%B9,black-olympus-pet-food.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
black-olympus-ολοκληρωμενη-τροφη-για-ενηλικους-σκυλους-μεσαιας-φυλης-με-αρνι-καστανο-ρυζι-dog-dry-gr-retailer,Black,Olympus Ολοκληρωμένη τροφή για ενήλικους σκύλους μεσαίας φυλής με αρνί & καστανό ρύζι,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,30003547,black-olympus-%CE%BF%CE%BB%CE%BF%CE%BA%CE%BB%CE%B7%CF%81%CF%89%CE%BC%CE%AD%CE%BD%CE%B7-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B5%CF%83%CE%B1%CE%AF%CE%B1%CF%82-%CF%86%CF%85%CE%BB%CE%AE%CF%82-%CE%BC%CE%B5-%CE%B1%CF%81%CE%BD%CE%AF-and-%CE%BA%CE%B1%CF%83%CF%84%CE%B1%CE%BD%CF%8C-%CF%81%CF%8D%CE%B6%CE%B9,black-olympus-pet-food.html",kcal_per_100g|kcal_per_kg|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text|protein_percent|fat_percent|fiber_percent,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
black-olympus-πληρης-ολιστικη-τροφη-για-ενηλικες-σκυλους-ολων-των-φυλων-κοτοπουλο-καστανο-ρυζι-dog-dry-gr-retailer,Black,Olympus Πλήρης ολιστική τροφή για ενήλικες σκύλους όλων των φυλών κοτόπουλο & καστανό ρύζι,dog,candidate,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,30003544,black-olympus-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B5%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-and-%CE%BA%CE%B1%CF%83%CF%84%CE%B1%CE%BD%CF%8C-%CF%81%CF%8D%CE%B6%CE%B9,black-olympus-pet-food.html",ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
black-olympus-τροφη-για-μικροσωμους-ενηλικους-σκυλους-με-κοτοπουλο-γαλοπουλα-και-καστανο-ρυζι-dog-dry-gr-retailer,Black,Olympus τροφή για μικρόσωμους ενήλικους σκύλους με κοτόπουλο γαλοπούλα και καστανό ρύζι,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/blackolympuslowgrainminiadultchickenandturkeyandbrownrice2kg2065402,kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,ingredient_text,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
calibra-life-μονοπρωτεινικη-τροφη-με-μοσχαρι-για-ενηλικους-σκυλους-μικροσωμων-φυλων-1-dog-dry-gr-retailer,Calibra,Life Μονοπρωτεϊνική τροφή με μοσχάρι για ενήλικους σκύλους μικρόσωμων φυλών (1),dog,candidate,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33432220,calibra-life-%CE%BC%CE%BF%CE%BD%CE%BF%CF%80%CF%81%CF%89%CF%84%CE%B5%CF%8A%CE%BD%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BC%CE%B5-%CE%BC%CE%BF%CF%83%CF%87%CE%AC%CF%81%CE%B9-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-1%C2%9610-kg,calibra.html",ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=39.3
calibra-διαιτητικη-τροφη-αντιμετωπιση-της-νεφρικης-ανεπαρκειας-και-τη-θεραπεια-καρδιακων-διαταραχων-dog-dry-gr-retailer,Calibra,Διαιτητική τροφή αντιμετώπιση της νεφρικής ανεπάρκειας και τη θεραπεία καρδιακών διαταραχών,dog,candidate,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/kliniki-trofi-skylon/p,33421395,calibra-%CE%B4%CE%B9%CE%B1%CE%B9%CF%84%CE%B7%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B1%CE%BD%CF%84%CE%B9%CE%BC%CE%B5%CF%84%CF%8E%CF%80%CE%B9%CF%83%CE%B7-%CF%84%CE%B7%CF%82-%CE%BD%CE%B5%CF%86%CF%81%CE%B9%CE%BA%CE%AE%CF%82-%CE%B1%CE%BD%CE%B5%CF%80%CE%AC%CF%81%CE%BA%CE%B5%CE%B9%CE%B1%CF%82-%CE%BA%CE%B1%CE%B9-%CF%84%CE%B7-%CE%B8%CE%B5%CF%81%CE%B1%CF%80%CE%B5%CE%AF%CE%B1-%CE%BA%CE%B1%CF%81%CE%B4%CE%B9%CE%B1%CE%BA%CF%8E%CE%BD-%CE%B4%CE%B9%CE%B1%CF%84%CE%B1%CF%81%CE%B1%CF%87%CF%8E%CE%BD,calibra.html",ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|sodium_percent|magnesium_percent|potassium_percent,,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
calibra-διαιτητικη-τροφη-για-ενηλικα-και-ηλικιωμενα-σκυλια-για-υποστηριξη-της-ηπατικης-λειτουργιας-dog-dry-gr-retailer,Calibra,Διαιτητική τροφή για ενήλικα και ηλικιωμένα σκυλιά για υποστήριξη της ηπατικής λειτουργίας,dog,candidate,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/kliniki-trofi-skylon/p,33421360,calibra-%CE%B4%CE%B9%CE%B1%CE%B9%CF%84%CE%B7%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B1-%CE%BA%CE%B1%CE%B9-%CE%B7%CE%BB%CE%B9%CE%BA%CE%B9%CF%89%CE%BC%CE%AD%CE%BD%CE%B1-%CF%83%CE%BA%CF%85%CE%BB%CE%B9%CE%AC-%CE%B3%CE%B9%CE%B1-%CF%85%CF%80%CE%BF%CF%83%CF%84%CE%AE%CF%81%CE%B9%CE%BE%CE%B7-%CF%84%CE%B7%CF%82-%CE%B7%CF%80%CE%B1%CF%84%CE%B9%CE%BA%CE%AE%CF%82-%CE%BB%CE%B5%CE%B9%CF%84%CE%BF%CF%85%CF%81%CE%B3%CE%AF%CE%B1%CF%82,calibra.html",ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent,,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
